codigo_region,region,edificio_id,nombre_comuna,setpoint_c,wall_u_multiplier,window_u_multiplier,infiltration_multiplier,heating_demand_kwh,redpe_mid_m3st_per_consumer,simulated_wood_volume_stere,relative_volume_error,assigned_fuel_energy_kwh,unallocated_fuel_energy_kwh,unmet_heating_energy_kwh,storage_spill_energy_kwh,wood_mass_kg,event_count,selection_score,u_wall_1,u_window,n_air_infiltration,thermal_zone,model_persons,model_area_m2
12,Magallanes,2577343,Natales,22.0,2.5,2.0,2.5,37783.98647382096,23.345,21.3,-0.08759905761405004,39760.0,3820.0,17907.457596303746,0.0,9542.4,2485,0.16978105667923474,1.45625,8.067791715078837,2.0,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,2.0,3.0,40549.21433403081,23.345,21.94285714285714,-0.06006180583177809,40960.0,2620.0,20070.2856450179,0.0,9830.4,2560,0.15216958758954724,1.45625,8.067791715078837,2.4000000000000004,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,2.5,1.0,31500.788296527968,23.345,19.32,-0.17241379310344823,36064.0,7516.0,13477.05177798772,0.0,8655.36,2254,0.23426350296112478,1.45625,10.084739643848547,0.8,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,2.5,1.5,34226.46510216179,23.345,20.331428571428575,-0.12908851696600662,37952.0,5628.0,15256.631680420622,0.0,9108.480000000001,2372,0.19910518369579377,1.45625,10.084739643848547,1.2000000000000002,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,2.5,2.0,36953.03788676753,23.345,21.154285714285717,-0.09384083468469832,39488.0,4092.0,17212.85146928598,0.0,9477.12,2468,0.17283510485122416,1.45625,10.084739643848547,1.6,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,2.5,2.5,39679.62374450292,23.345,21.831428571428575,-0.06483492947403831,40752.0,2828.0,19305.066011839644,0.0,9780.480000000001,2547,0.1534309185141468,1.45625,10.084739643848547,2.0,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,2.5,3.0,42406.55793353401,23.345,22.388571428571428,-0.04096931126273596,41792.0,1788.0,21510.557933534,0.0,10030.08,2612,0.1396868786493078,1.45625,10.084739643848547,2.4000000000000004,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,3.0,1.0,33459.11288052991,23.345,20.125714285714288,-0.13790043753633374,37568.0,6012.0,14681.562231183962,0.0,9016.320000000002,2348,0.20527796039628768,1.45625,12.101687572618255,0.8,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,3.0,1.5,36148.0518869474,23.345,20.948571428571427,-0.10265275525502558,39104.0,4476.0,16600.18537726147,0.0,9384.96,2444,0.1788353407403926,1.45625,12.101687572618255,1.2000000000000002,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,3.0,2.0,38837.04457151478,23.345,21.65142857142857,-0.07254535997307465,40416.0,3164.0,18630.8342334238,0.0,9699.84,2526,0.15804712332059095,1.45625,12.101687572618255,1.6,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,3.0,2.5,41526.332432940326,23.345,22.294285714285714,-0.04500810819080254,41616.0,1964.0,20718.332432940322,0.0,9987.84,2601,0.1400899458821303,1.45625,12.101687572618255,2.0,I,3,76.0
